country,horizon,mse,rmse,mae,mape,mdape,smape,coverage
Ethiopia,1077 days 01:33:54.782608688,59.15946207964497,7.54878188900029,5.7202989847884815,1.923322932239383,0.5863140619307459,0.8542212581685787,0.7701863354037266
Euro area,1077 days 01:33:54.782608688,9.693588158516986,2.9819474392137155,2.211790818533186,1.6852072695111429,0.8382477371429935,1.1140881609026803,0.7349896480331263
Europe,1077 days 01:33:54.782608688,8.627630423923954,2.7765590714327555,1.997434149185278,1.325307609695521,0.48271297297312965,0.7744170769783364,0.5300207039337473
European Union,1077 days 01:33:54.782608688,5.735304826216231,2.2528093276126415,1.6165921861026953,1.3252016678749574,0.5393942676118293,0.6551914227841076,0.5403726708074534
Fed. States of Micronesia,1077 days 01:33:54.782608688,12.702189462343803,3.472603606375529,2.7964707831283495,1.5404970046938535,1.087037219255025,1.408414022831825,0.6687370600414078
Fiji,1077 days 01:33:54.782608688,47.93902199742702,6.517848897468368,4.778240330415954,1.5384495175394635,0.9403775991084397,1.1256872039930994,0.7908902691511387
Finland,1077 days 01:33:54.782608688,16.6494946580929,3.9438054493074217,2.9763711446895766,,0.8943350532624876,1.1103477612521824,0.5942028985507246
France,1077 days 01:33:54.782608688,6.151987248910866,2.224847823283469,1.6344985927803166,1.1510500228235219,0.5111604173128077,0.665759214071384,0.6004140786749482
Gabon,1077 days 01:33:54.782608688,47.31555328543506,6.466848941464261,4.813065969346434,2.147386978410617,1.2711942216580319,1.2031429068934458,0.7971014492753623
Georgia,1077 days 01:33:54.782608688,287.2370287492782,16.54094418397935,11.014622225008704,2.3626844943787275,1.1118927770421587,0.9868930699542166,0.6749482401656315
Germany,1077 days 01:33:54.782608688,6.67696535356402,2.506266951871516,1.9665133511664816,1.5297615479064306,0.7357922813297002,0.8406291138691229,0.5424430641821947
Ghana,1077 days 01:33:54.782608688,57.42643103799924,7.222711947872654,5.377306025689324,1.5800851604725419,0.9843183982368084,0.6926063865917215,0.5527950310559006
Greece,1077 days 01:33:54.782608688,23.84267478189893,4.771203464951432,3.3829108331154543,,1.1073352988020158,1.1509437116596544,0.5362318840579711
Grenada,1077 days 01:33:54.782608688,45.5326682911897,6.521258763594913,5.3551755393140255,1.8435802687060618,1.1583929229838494,1.4327762723014352,0.5507246376811594
Guatemala,1077 days 01:33:54.782608688,18.85859359303046,4.068244951639718,2.8826429269382094,2.879331716538686,0.5424611682140723,0.6851867773176945,0.5755693581780539
Guinea,1077 days 01:33:54.782608688,7.02805264823528,2.5951749584440584,2.009176175943161,0.598363510470983,0.3741645247435211,0.47726037601498844,0.4968944099378882
Guinea-Bissau,1077 days 01:33:54.782608688,38.89764546056367,5.52738671931531,3.6421673777763095,1.0988967979030262,0.5552552018496061,0.8026209488575399,0.8364389233954451
Guyana,1077 days 01:33:54.782608688,162.816494401509,11.49778431922452,7.643711065702886,8.82074913002964,1.3045658833336276,1.0923604311485984,0.6086956521739131
Haiti,1077 days 01:33:54.782608688,28.59266386591563,5.17089838435208,4.034461003426231,3.6490167203887065,1.3021057565596095,1.353751104088968,0.639751552795031
Honduras,1077 days 01:33:54.782608688,20.986110794268352,4.347797466445813,3.209656363086018,1.7967902287725912,0.5828068905860379,0.6859389989140391,0.6853002070393375
Hong Kong SAR,1077 days 01:33:54.782608688,28.058244010668023,5.113392431141038,4.091516838509538,0.8911139882360366,0.7850171166920253,1.0577230316120356,0.598343685300207
Hungary,1077 days 01:33:54.782608688,21.096584144764172,4.488711252215908,3.61478140766881,2.724906531460525,1.1096247257556928,1.2791691856597336,0.5962732919254657
Iceland,1077 days 01:33:54.782608688,37.495339598935345,5.819028609774004,4.509993282295803,4.308652766029191,1.1123370150485608,1.2194669824815467,0.5734989648033126
India,1077 days 01:33:54.782608688,10.624131004705838,2.900328259754311,2.251944587690473,0.45825727101598834,0.2609667428874155,0.35293729847312016,0.6273291925465838
Indonesia,1077 days 01:33:54.782608688,30.77754382925177,4.961718292736515,3.6160913538586597,0.773308512000583,0.4497242936606484,0.6992927227724972,0.6956521739130435
Iran,1077 days 01:33:54.782608688,313.8933935063924,15.006676058654,9.202628910703572,8.507652085993033,1.884996988017533,1.1234625959000009,0.9047619047619047
Iraq,1077 days 01:33:54.782608688,546.0508964679709,22.469445199618118,19.069040175419758,3.1367664633161128,2.0532998333975683,1.284116708842854,0.6542443064182194
Ireland,1077 days 01:33:54.782608688,40.37487962187638,6.07053484016686,4.931463307734968,,0.8889448324310818,0.883111124299287,0.32091097308488614
Israel,1077 days 01:33:54.782608688,10.454151778365146,3.1728321478845216,2.553119405201718,3.1059324755597957,0.46223068088486235,0.6474272147650879,0.577639751552795
Italy,1077 days 01:33:54.782608688,8.608837778852429,2.8112850865890007,2.0746098909879906,,1.0052490342467948,1.1400941407976055,0.5652173913043478
Jamaica,1077 days 01:33:54.782608688,15.492887497139634,3.619146341660619,2.6876744622199893,1.610465564483674,1.066132613997068,1.2892869466209689,0.7246376811594203
